tissue	cell_type_major	cell_type_minor	cell_type_subset	exp	markers
Breast	Epithelial cell	Epithelial cell	Mammary epithelial cell	pos	"ABCG2,ALDH1A3,ANO1,BTN1A1,BTN2A2,BTN3A1,CDH1,CITED1,CLDN1,CLDN4,CSN1S1,CSN2,CSN3,FFAR1,FOXP4,IRF6,KDM3A,KRT14,KRT17,KRT18,KRT19,KRT5,KRT7,KRT8,LIF,LSR,MMP14,NEDD9,NNMT,PADI2,PIEZO1,PIP,PRLR,PYGO2,RARRES1,RUNX2,SERPINB5,SGMS2,SLC30A2,STAT3,SULT1E1,TOX3,WNT5B"
Skeletal muscle	Myoblast	Myoblast	Myoblast	pos	"ACHE,ADAM12,ANGPT2,ARL4D,BRAF,CAPN1,CCL2,CDH15,CXCL1,DES,EGFR,ENO3,FGFR4,FLNC,IGF2,LIF,MUSK,MYD88,MYF5,MYF6,MYOD1,MYOG,NGF,PAX3,PAX7,PDZRN3,SIX1,STK40,TBX3,TNFRSF12A,TPM2,TTN,ZBTB16"
Skeletal muscle	Myocyte	Myocyte	Myocyte	pos	"ACTA1,ACTC1,ACTN2,ACTN3,ADAM12,ANKRD1,ANKRD2,ARHGAP26,CAPZA3,CAV3,CDH15,CHODL,CKM,CLOCK,CMKLR1,CXCR4,DES,DLL1,DMD,DOCK1,DOCK5,EDN1,ENO3,FHL2,FLNC,GATA4,GATA5,IL4,IQSEC1,ITGA3,ITGA7,LAMA2,LAMB1,LDB1,LDB3,MEF2A,MEF2B,MEF2D,MMP2,MMP9,MRC1,MSTN,MYF5,MYF6,MYH1,MYH14,MYH4,MYH7,MYH8,MYL1,MYLPF,MYOD1,MYOG,MYOZ1,NBR1,NEB,NID1,NID2,NOTCH3,NPHS1,NPPA,NPPB,PAX3,PAX7,PLD1,POPDC2,PRKCQ,PTGIR,PTK2,PXN,PYGM,SIX1,SIX4,SULF1,TCAP,THBS4,TMOD4,TNNC1,TNNC2,TNNI1,TNNI2,TNNT1,TNNT3,TPM2,TRIO,TTN,WASHC1,WIPF1"
Skeletal muscle	Satellite cell	Satellite cell	Satellite cell	pos	"ASB5,BARX2,BDKRB1,BMI1,CALCR,CAV1,CDCP1,CDH1,CDH15,CXCL1,CXCR4,DMD,ERBB2,FOXK1,GAL,HEYL,HMOX1,HOXC10,IRF2,ISL1,ITGA7,MESP1,MET,MSTN,MYF5,MYOD1,NCAM1,NFATC2,NOTCH3,PAX3,PAX7,PEG3,RUNX1,SCRIB,SIX1,SOX8,SPRY1,SRXN1,TCF21,TNFRSF12A,TRIM32,VAMP2,VCAM1"
Skin	Keratinocyte	Keratinocyte	Keratinocyte	pos	"ANXA8,AQP3,CALML5,CCL2,CD24,CXCL1,DMKN,DSC3,ENTPD2,FGF5,FLG,FST,GJB3,ICAM1,IL13RA1,IRF3,IVL,KPRP,KRT1,KRT10,KRT14,KRT15,KRT16,KRT17,KRT36,KRT5,KRT84,LAMA5,LAMC2,LCN2,LGALS7,NGFR,PI3,PKP1,PKP3,PLEC,REL,RIPK4,S100A14,SBSN,SFN,SGPP1,SIRT7,SPRR1A,SPRR1B,TFAP2A,TGM1,TRIM29"
Skin	Langerhans cell	Langerhans cell	Langerhans cell	pos	"ACHE,AHR,CCR6,CD1A,CD207,CD80,CLDN1,EHF,EPCAM,FCGR1A,FCGR2A,GPNMB,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DQB3,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-DRB6,HLA-DRB9,PRKCB,PTPRC,TLR2,TLR4,TLR9"
Skin	Melanocyte	Melanocyte	Melanocyte	pos	"AHNAK2,AHR,BMI1,BNC2,CRABP1,CTNS,DCT,DKK3,ENPP1,FILIP1L,GPNMB,HSPB1,IL24,KLC2,LOXL2,MC1R,MEN1,MITF,MLANA,PAX3,PMEL,POMC,PPARA,PPARD,PPARG,PRKCA,PRKN,PTGDS,PTN,RAB38,SLC45A2,SLK,SOX9,TFAP2A,TP63,TPH2,TRPM1,TYR,TYRP1,ZC3H7A"
Skin	Merkel cell	Merkel cell	Merkel cell	pos	"ATOH1,CD99,CHGA,FLI1,GFI1,GNAI1,ID2,KRT18,KRT20,KRT8,PIEZO2,POU4F3,SOX2,TRPV4,TTF1,VIL1"
Skin	Sebocyte	Sebocyte	Sebocyte	pos	"ADIPOR1,ANGPTL4,CALCA,CAMP,CDH1,CEBPA,CEBPB,CNR2,CRH,CRHR1,CYP24A1,EXO1,F2RL1,FFAR2,FFAR3,HRH1,IHH,KLF5,KRT7,LTA4H,MUC1,PTGER2,RDH12,S100A7,SRD5A2"
Skin	Trichocyte	Trichocyte	Trichocyte	pos	"DSG2,DSG4,HOXC13,KRT37,KRT81,KRT86"
Brain	Astrocyte	Astrocyte	Astrocyte	pos	"AANAT,ACSBG1,ACSL6,AGT,ALDH1L1,ALDOC,APOE,AQP4,BCL2,BCRP1,BIRC5,BYSL,CCR7,CD40,CLDN10,CMTM5,DIO2,ENTPD2,ETS1,FABP7,FGFR3,FZD2,GAP43,GFAP,GJA1,GJB6,GLUL,GPR37L1,GSTA4,HES1,HMG20A,HSPA2,HSPB6,HTRA1,IL23A,ITIH3,KLHDC8A,LCAT,LCN2,LGALS3,LUZP2,NDRG2,NFATC3,NKAIN4,NOTCH1,NTSR2,PEA15,PLA2G7,PLXNB1,RLBP1,S100A8,S100B,S1PR1,SLC16A2,SLC1A2,SLC1A3,SLC1A6,SLC25A28,SLC25A46,SLC39A12,SLC4A4,SLC6A11,SLC7A10,SLIT1,SNPH,SOCS3,SOX9,SRR,SYNE1,SYNM,TEAD1,TRIL,VIM,WNT3"
Brain	Microglia	Microglia	Microglia (M1)	pos	"CSF2,IFNG,IL1B,IL6,TNF,CD80,CD86,CD36,CD40,CD68,FCGR2A,FCGR2A,FCGR2B,FCGR3A,FCGR3A,FCGR3A,HLA-DRA,HLA-DRB1,COX20,NOS2"
Brain	Microglia	Microglia	Microglia (M1)	sec	"CCL2,CCL3,CCL4,CCL5,CCL8,CCL11,CCL12,CCL15,CCL19,CCL20,CX3CL1,CXCL1,CXCL9,CXCL10,CXCL11,CXCL13,IFNG,IL1B,IL2,IL6,IL12A,IL15,IL17A,IL18,IL23A,MFGE8,MMP3,MMP9,NOS2,TNF"
Brain	Microglia	Microglia	Microglia (M2a)	pos	"IL4,IL13,ARG1,PPARG,TGM2,CD163,CLEC10A,CD209,HLA-DRA,HLA-DRB1,MRC1,CD33,MSR1,TREM2"
Brain	Microglia	Microglia	Microglia (M2a)	sec	"CCL13,CCL14,CCL17,CCL18,CCL22,CCL23,CCL24,CCL26,RETNLB,IGF1,IL1RN,IL4,IL10,IL13,PDGFA,PDGFB,TGFB1,TGFB2,TGFB3,CHI3L1"
Brain	Microglia	Microglia	Microglia (M2b)	pos	"IL1B,IFNG,TNF,COX2,SOCS3,SPHK1,SPHK2,CD86,FCGR1A,FCGR2A,FCGR2B,FCGR3A,FCGR3A,HLA-DRA,IL1R1,CD74"
Brain	Microglia	Microglia	Microglia (M2b)	sec	"CSF3,CSF2,IL1B,IL6,IL10,TNF"
Brain	Microglia	Microglia	Microglia (M2c)	pos	"NR3C1,NR3C1,IL10,TGFB1,TGFB2,TGFB3,ARG1,SOCS3,SPHK1,CD163,IL4R,MRC1,MSR1,SCARB1"
Brain	Microglia	Microglia	Microglia (M2c)	sec	"CCL16,CCL18,CXCL13,IL10,TGFB1,TGFB2,TGFB3"
Brain	Microglia	Microglia	Microglia (M0)	pos	"AIF1,ITGAM,PTPRC,CX3CR1,ADGRE1,FCGR1A,FCRL4,CSF1R,MERTK,P2RY12,TMEM119"
Brain	Microglia	Microglia	Microglia (M0)	sec	"BDNF,IGF1"
Brain	Neuron	Neuron	Neuron (Adrenergic)	pos	"DBH,DDC,NPFF,PNMT,SLC12A7,SLC18A2,SYT1,TH"
Brain	Neuron	Neuron	Neuron (Noradrenergic)	pos	"DBH,DDC,SLC18A2,SLC18A3,SLC39A11,SLC6A2,SLC9B2,TH"
Brain	Neuron	Neuron	Neuron (Cholinergic)	pos	"ACHE,ACLY,BRCA1,CHAT,SLC18A3,SLC5A7,TAC1"
Brain	Neuron	Neuron	Neuron (Dopaminergic)	pos	"CACNA2D2,CADPS2,CHRNA6,DBH,DDC,FOLR1,FOXA2,KCNJ6,LMX1B,MAPK8IP2,NEUROD6,NR4A2,NTN1,PITX3,PRKCG,SCN2A,SLC18A2,SLC18A3,SLC6A2,SLC6A3,SMAD3,TENM1,TH,ZIM3"
Brain	Neuron	Neuron	Neuron (GABAergic)	pos	"DLX1,GABBR1,GABBR2,GAD1,GAD2,GADD45B,MYBPC1,PARM1,PAX2,PVALB,SEMA3C,SLC32A1,SLC6A1,SST,TNFAIP8L3,VIP"
Brain	Neuron	Neuron	Neuron (Glutamatergic)	pos	"GLS,GLUL,GRIN1,GRIN2B,MEIS2,SLC17A6,SLC17A7,SLC17A8,SLC1A1,SLC1A2,SLC1A6"
Brain	Neuron	Neuron	Neuron (Glycinergic)	pos	"SLC32A1,SLC6A5,SLC6A9"
Brain	Neuron	Neuron	Neuron (Serotonergic)	pos	"DDC,ESM1,FEV,MAOA,SLC18A2,SLC22A3,SLC6A4,TPH1,TPH2"
Brain	Neuron	Neuron	common	pos	"ARC,ATL1,BASP1,BSN,CAP1,COTL1,CRMP1,DBN1,DCLK1,DCX,DLG3,DLG4,DPYSL2,DPYSL5,FABP7,FARP2,GAP43,GNAI2,GNAL,GPHN,HOMER1,KIF5A,KIF5B,L1CAM,MAP2,MAPT,NCAM1,NEFH,NEFL,NLGN1,NLGN2,NRP1,NRXN1,NRXN3,PRPH,RTN1,SHANK1,SHANK2,SHANK3,SNAP23,SNAP25,SRFBP1,STRAP,STX1A,STX7,SV2A,SYN2,SYNGR1,SYP,SYT4,TUBB3,VAMP1,VAMP2"
Brain	Neuron	Neuron	Motor neuron	pos	"CHAT,EN1,EVX1,EVX2,FGF1,ISL1,ISL2,LHX3,MNX1,NGFR,NKX6-1,SIM1,VSX2"
Brain	Neuron	Immature neuron	Immature neuron	pos	"ASCL1,BCL2,CREB1,CUL5,CUX2,EPHA3,EPHA7,FEZF2,FOXD2,FUT9,HIVEP2,ICAM5,LHX6,NES,NEUROD1,NEUROG2,NF1,NOTCH1,NOTCH3,NTRK1,NTRK3,PAX6,PCLO,POMC,PROX1,RAX,RBFOX3,RND2,ROBO1,SLC12A5,SLC1A1,SLC6A5,SOX5,SSTR2,STIM2,SYN1,TBR1,YY2"
Brain	Oligodendrocyte	Oligodendrocyte	common	pos	"ADAMTS4,ANLN,ARRDC2,ARSG,ASPA,BACE1,BCAS1,CLDN11,CLDN14,CNTF,CREB5,DBNDD2,DDC,DPY19L1,DUSP15,EFNB3,ELOVL7,EML1,ENPP2,ENPP6,EPHB1,ERMN,FA2H,FASN,FGFR2,GALC,GAMT,GJB1,GJC2,GJC3,GPR37,GPR62,HAPLN2,HDAC11,HEPACAM,IL33,ITGB4,ITPR2,KIF13B,KIF6,KLHL2,KLK6,MCAM,MYO1D,MYRF,NFE2L3,NINJ2,NIPAL4,NKX6-2,NPC1,OLIG3,OPALIN,PDE8A,PEX5L,PLEKHH1,PLLP,PNPLA2,POU3F1,PRKCZ,PTGDS,S1PR5,SEC14L5,SEMA4D,SGK2,SGK3,SLC25A19,SLC25A29,SLC25A38,SOX8,SP7,ST18,TF,TMEM125,TMEM163,TMEM63A,TMEM88B,TSPAN15,TYRO3,VLDLR,ZDHHC9"
Brain	Oligodendrocyte	Oligodendrocyte	Oligodendrocyte (Precursor cell)	pos	"BCRP1,CSPG4,NKX2-2,OLIG2,OMG,PDGFRA,SOX10"
Brain	Oligodendrocyte	Oligodendrocyte	Oligodendrocyte (Immature)	pos	"CNP,OLIG1,OLIG1"
Brain	Oligodendrocyte	Oligodendrocyte	"Oligodendrocyte (Mature, Non-Myelinating)"	pos	"APC,CNP,OLIG1,PLP1,RTN4"
Brain	Oligodendrocyte	Oligodendrocyte	"Oligodendrocyte (Mature, Myelinating)"	pos	"APC,CNTNAP2,CNP,MAG,MBP,MOG,PLP1,RTN4,OMG,TPPP"
Brain	Oligodendrocyte progenitor cell	Oligodendrocyte progenitor cell	Oligodendrocyte progenitor cell	pos	"ALDOC,ASCL1,C1QL1,CDO1,CNP,CSPG4,CSPG5,EPN2,ETV5,FYN,GPR17,GPR37L1,KCNIP3,LAD1,LHFPL3,MATN4,NEU4,NKX6-2,NNAT,OLIG1,OLIG2,PCDH15,PDGFRA,SLC25A47,SOX10,TMEM100,TNR,VCAN"
Brain	Ependymal cell	Ependymal cell	Ependymal cell	pos	"AK7,AK8,ANGPTL2,AQP1,AQP4,CALML4,CATIP,CCDC153,CELSR2,CFAP126,CFAP44,CFAP54,CFAP65,CHEK2,CROCC,CRYGN,DNAH12,DYNLRB2,EFNB3,ENKUR,FAM166B,FAM216B,FOXJ1,GFAP,HDC,HSPA2,IQCG,KRT15,LRRC23,MEIG1,MYB,MYO16,NME9,ODF3B,PCP4L1,PIFO,PLTP,PLXNB2,PVALB,RARRES2,RFX2,RIIAD1,RSPH1,S100B,SIX3,SPEF2,SSPO,STOML3,TEKT1,TEKT4,TM4SF1,TMEM107,TMEM212,TRIM71,USP18,ZMYND10"
Brain	Ependymal cell	Ependymal cell	Tanycyte	pos	"ADM,CACNA2D2,COL23A1,COL25A1,CRYM,CTGF,DIO2,DRD2,FRZB,GPR50,IGFBP5,LHX2,MEST,PENK,PRDX6,PTN,RAX,RGCC,RGS7BP,SCN7A,SLC16A2,SLC17A8,SPRR1A,TGFB2,VCAN"
Brain	Neural stem/precursor cell	Neural stem/precursor cell	Neural stem/precursor cell	pos	"ALDOC,APOE,ARX,ASCL2,BARHL2,CBX3,CCND2,DBX1,DCX,DLL3,DLX1,DLX2,DLX5,EOMES,GFAP,HES5,HOPX,ID4,IFI44,IFIT1,IGF1R,IGFBP3,INAFM2,ISG15,LHX9,MGAT5,NEUROD1,NEUROD4,NEUROG1,NEUROG2,NHLH1,NXPH1,OTX1,P2RX7,PARP12,PBK,PITX2,PLEKHH2,POU3F4,PPP1R17,PROM1,PRSS56,RBM3,RND3,S100A6,S100B,SHOX2,SLC1A3,SOX1,SOX2,SOX3,SOX9,SP8,SP9,TLR3,TMTC4,TOX3"
Brain	Purkinje neuron	Purkinje neuron	Purkinje neuron	pos	"ABAT,ADGRB1,ATP2B2,CACNA2D2,CACNG2,CALB1,CAMK2A,CBLN1,CD3G,CERK,CLSTN3,CNPY1,CNTNAP2,CPLX1,DLG4,DLGAP1,GABRA1,GAD1,GAD2,GNG4,GPSM1,GRIA3,GRID2,GRIN1,HCN1,HDAC6,HIVEP2,ITPR3,KCNA2,KCNMA1,MRPS35,NKAIN4,NRIP3,OMP,PCBP3,PCP4,PCP4L1,PDE1A,PDE1B,PDE5A,PDE9A,PENK,PKP4,PPM1E,PRKCA,PRKG1,PVALB,SHANK2,SHISA8,SLC12A5,SLC1A6,SLC22A15,SLC24A2,SLC24A3,SLC32A1,SYNPR,SYT2,TH,TSHZ1"
Brain	Trigeminal neuron	Trigeminal neuron	Trigeminal neuron	pos	"ADD2,AHNAK2,ATL1,AVIL,CALCA,CALCB,CCDC92,CLGN,CPNE3,CREBRF,DGKH,DGKZ,DHCR24,FAM189B,FGF13,FKBP1B,GCNT2,GDAP1,HSPB8,KCNAB2,NEFH,NEFM,NICN1,PARM1,PHF24,PIEZO2,PIRT,PPP1R1C,PRDM12,PRKX,PRPH,PRUNE2,RGS7BP,RUFY2,SCN10A,SCN7A,SCN9A,SLC17A6,SNCG,SYNM,TAC1,TLN2,VAMP1,VWA5A,ZDHHC2"
Brain	Neuroblast	Neuroblast	Neuroblast	pos	"ASCL1,CCKAR,CCKBR,CNR1,CUX2,DAB1,DCX,DLL3,DLX2,DRAXIN,EFNA2,EGFR,EOMES,EPHA4,ERBB4,EZH2,GRM5,IGFBPL1,ISL1,ITGA6,KLK3,LRP8,MAPK7,MARK2,NCAM1,NCAN,NES,NEUROD1,NEUROG1,NEUROG2,NKX6-1,NTNG1,PBX1,PHF1,POU6F2,PROK2,PROKR2,PROS1,SALL3,SCGN,SIRT1,SP8,SP9,TACC3,TRIM32,TSHZ1,TUBB3,VLDLR,WT1,ZBED4"
Brain	Pyramidal cell	Pyramidal cell	Pyramidal cell	pos	"ADRB2,AGER,CALB1,CAMK2A,CCK,CCM2,CD3E,DAB1,DLG4,EMX1,FEZF2,GRIA3,GRIN2D,GRM1,GRM5,KCNB1,KCNB2,KCND2,KCND3,KCNN4,KCNQ2,KCNQ3,MAP2,NR4A2,NRGN,OXTR,PCP4,PDE2A,POU3F1,RTN4,SATB2,SPINK8,SYNPR,TBR1,YWHAZ"
Brain	Bergmann glial cell	Bergmann glia	Bergmann glia	pos	"A2M,ACSBG1,ALDH1L1,AQP4,ATP7A,BICD2,BTBD17,CDC42EP4,DAO,EGFR,FABP7,GDF10,GFAP,GJA1,GJB6,GPR37L1,GRIA1,GRIA4,GRIN2B,GRIN3A,GRM3,HEPACAM,HOPX,ITGB1,ITIH3,KIF1BP,METRN,NRXN3,NTSR2,P2RX7,P2RY1,PTCH1,S100B,SEPT4,SLC1A2,SLC1A3,SLC4A4,TTC21B,UFL1,VIM,ZEB2"
Brain	Radial glial cell	Radial glia cell	Radial glia cell	pos	"AXIN2,CDH4,EMX2,GFAP,GLI3,HES5,NOTCH3,OLIG2,PAX6,PDGFD,RIIAD1,SLC1A3,SPRY1,VCAM1"
Brain	Choroid plexus cell	Choroid plexus cell	Choroid plexus cell	pos	"AQP1,CHMP1A,CLDN1,CLDN2,CLIC6,HTR2C,KL,PRLR,SLC13A4,SLC16A2,SLC23A2,SLC26A11,SLC29A4,SLC2A12,SLC31A1,SLC4A10,SLC4A2,SLC4A5,SOSTDC1,TTR,WFIKKN2"
Brain	Neuroendocrine cell	Neuroendocrine cell	Neuroendocrine cell	pos	"ABHD2,ARHGDIG,ATXN1,CCDC85C,CCK,CLASP2,CXCL14,DPF1,DUSP26,FXYD7,GPR88,GRM5,MKL2,NEGR1,NKX2-2,NPY,NRGN,PDE10A,PENK,PPP1R1B,PRSS12,SCN2B,SERPINI1,SFXN5,SPOCK1,SST,TAC1"
Brain	Anterior pituitary gland cell	Anterior pituitary gland cell	Anterior pituitary gland cell	pos	"AGA,ANGPT1,ASB4,CHGA,CPEB4,FGF10,FSHB,GH1,GMPPA,GNB3,GNRHR,HEPACAM2,IGSF1,LHB,MEST,NKTR,NKX2-1,NUCB2,PAX7,PCSK1,PITX1,PITX2,POMC,POU1F1,PRL,RAB27A,RAX,RCN3,SEZ6L2,SIX6,TBRG1,TMEM130,TSHB"
Brain	Pinealocyte	Pinealocyte	Pinealocyte	pos	"AANAT,ADRA1B,ADRB1,ASMT,CACNA1F,CHRNA3,CHRNB4,CNGA1,CNGB1,CREM,CRX,DRD4,GNG13,GNGT1,GNGT2,NEUROD1,PDE10A,PDE6B,PDE6C,PMEPA1,ROM1,SAG,SLC6A6,TPH1"
Brain	Meningeal cell	Meningeal cell	Meningeal cell	pos	"ALDH1A2,ALX4,BMP7,DCN,FOXC1,FOXC2,IGF2,IGFBP2,IL33,LUM,NNAT,NOV,PDGFRA,PTGDS,SLC47A1,VTN,ZIC1,ZIC3"
Brain	Cajal-Retzius cell	Cajal-Retzius cell	Cajal-Retzius cell	pos	"AATF,ABCC5,ACHE,ATP13A2,B3GALT1,BARHL2,CACNA2D2,CALB2,CCM2,CDH4,CIB2,CLSTN2,CNR1,CNRIP1,CNTNAP2,DACH1,DACT1,DIABLO,DNM3,DYNC1I1,EBF3,EDIL3,EMX2,EOMES,ERC2,FAM196A,FAM69B,FAT3,FLRT3,FSD1,FUT9,GDF5,GNL3L,HAR1A,HOMER2,ISOC1,KCNH7,LHX1,LHX5,LINGO1,LINGO2,LNPK,LZTFL1,MAP9,MAPK8,NANOS1,NBEA,NDNF,NHLH2,NRG1,NSMCE3,NUDT2,PABPN1,PNOC,RAB11FIP2,RALGPS2,RELN,RGMB,RNF138,SLC17A6,SLC25A36,SLC25A46,SLITRK5,SMAD1,SMOC2,SRGAP3,ST3GAL5,TBCK,TBR1,TCEAL1,TMEM163,TMEM170B,TRIM44,WNT7B,WRAP73,ZCCHC12,ZDBF2,ZIC2"
Kidney	Podocyte	Podocyte	Podocyte	pos	"HTR1A,ADORA2A,ADORA2B,ADORA3,ADRA1A,ADRB2,AGTR1,AGTR2,CDH13,CD151,CLDN1,CLIC5,GJA1,CRB3,CXADR,CXCR4,DDR1,DRD1,DRD3,DAG1,CDH1,EGFR,EDNRA,EDNRB,EFNB2,FAT1,FCGRT,SLC2A1,SLC2A2,SLC2A3,SLC2A4,SLC2A8,IL6ST,MET,ICAM1,IL17RA,IL6R,ILDR1,ILDR2,INSR,ITGA2,ITGA3,ITGA8,ITGB1,ITGB3,ITGB4,F11R,KIRREL1,LSR,LRP6,LRP2,CHRM5,MYD88,NPHS1,MME,NRP1,NRP2,NOTCH1,OCLN,OPRM1,PTAFR,F2RL1,CDH3,PLXNC1,PODXL,NPHS2,PODN,PDPN,PTGER1,PTGER2,PTGER4,PTGFR,PTGIR,TBXA2R,PTH1R,PTPRU,PTPRM,P2RX4,P2RX5,P2RX6,P2RX7,P2RY1,P2RY11,P2RY2,P2RY4,P2RY6,LTB4R,AGER,REN,ROBO2,SEMA3A,SEMA3B,SEMA3C,SEMA3D,SEMA3E,SEMA3F,SEMA3G,SIRPA,SLC7A6,SDC1,SDC4,THSD7A,TLR1,TLR2,TLR4,TLR5,TLR6,TLR8,TLR10TMEM47,TNFRSF1A,TRPC6,VANGL2,VCAM1,FLT1,KDR,ACTB,ACTR2,ACTR3,AKAP12,AKT1,AKT2,AKT3,ACTN4,PRKAA2,TFAP2A,ASXL1,ATF3,ATG12,ATG5,ATG7,BAD,BAX,ARRB1,PPP3CC,CAMK2A,CASK,CASP3,CTNNB1,CTSL,CD2AP,CDC42,PRKG1,SH3KBP1,CGN,CLTC,CFL1,CTTN,COX2,CREB1,CRK,CTH,DES,DNM1,SH3GL2,EXT1,EZR,PTK2,FLNB,FMN2,FOXC2,FOXO1,FOXO3,FOXO4,FYN,GGA2,GRB2,GSK3B,HEY1,HSPBAP1,ILK,IQGAP1,IRS1,IRS2,LMX1B,MAD2L2,MAFB,MAGI1,MAGI2,MAPK1,MICAL1,FERMT2,MYO1C,MYO1E,NCK1,NCK2,NES,NFATC1,RELA,NLRP3,MYH10,NOX4,WASL,OSR1,BCAR1,CDKN1A,CDKN1B,TP53,PALLD,PARD3,PARD6A,PARVA,PAX2,PAX8,PXN,PPARGC1A,PIK3CA,LIMS1,PRKCA,NPHS2,PKD1,PPP1CA,PPP2CA,PPARA,PPARG,PTEN,PTPN1,RAB4A,RAB5A,RAB7A,RAC1,RHOA,S100A4,SCRIB,SEPTIN1,INPPL1,NR0B2,SIRT1,SMAD3,SNAI1,SNAP23,SORT1,SRC,SYNJ1,SYNPO,STX4,STNB1,MAP3K7,TLN1,TCF21,TEAD1,TNS2,TJAP1,TLR2,MTOR,CRTC1,TSC1,TSC2,TXNIP,VAMP2,VIM,VCL,WT1,ZEB2,ZYX"
Kidney	Podocyte	Podocyte	Podocyte	sec	"AGRN,ANGPTL3,ANGPT4,ANGPT1,ANGPT2,APOL1,BMP7,CCL19,CCL21,CXCL12,COL4A1,HSPG2,EDN1,HBEGF,HPSE,IGFBP7,IL6,MIF,MMP1,NUCB1,NUCB2,SERPINE1,SPP1,SFRP1,TGFB1,VEGF,VEGFC"
Kidney	Glomerulus	Glomerular Basement Membrane	Glomerular Basement Membrane	pos	"AGRN,COL3A1,COL4A1,COL18A1,LAMA1,LAMA5,LAMB1,LAMC1,NID1,HSPG2,PXDN"
Kidney	Glomerulus	Glomerular Endothelium	Glomerular Endothelium	pos	"NOS3,EPAS1,KLF2,ADORA1,AGT,AGTR1,CDH5,PECAM1,C3,C5AR1,GJA4,GJA5,GJA1,CXCR4,PODXL2,EDNRA,LRP6,PTAFR,PARS2,PLVAP,SELP,REN,SUCNR1,TIE1,TIE2,FLT1,KDR,FLT4"
Kidney	Glomerulus	Glomerular Endothelium	Glomerular Endothelium	sec	"COL4A1,HPSE,HGF,IGF1,IGF2,NOS2,PDGFB,THBS1,TNF,VWF"
Kidney	Parietal Epithelium	Parietal Epithelium	Parietal Epithelium	pos	"ALPL,ALPP,AGTR1,ANXA3,CDH17,CDH6,MME,PROM1,CD24,CD44,CD68,CD74,CXCR2,CXCR4,CXCR7,CLDN1,CLDN2,CLDN3,CRIM1,EGFR,GAS1,GGT1,NR3C1,JAG1,LAT2,MCAM,NCAM1,CSPG4,NOTCH1,NOTCH3,OCLN,PTAFR,F2RL1,PDGFRB,TGFBR1,TGFBR2,HAVCR1,VCAM1,EIF4EBP1,AKAP12,ACTA2,CTNNB1,CAV1,CCND1,KRT8,MAPK1,HES1,ILK,MAPK1,MTOR,CDKN1C,RPS6KB1,PAX2,PAX8,SESN2,SIX1,SIX2,SMC3,SNAI1,HNF1B,TCF7,TJP1,TAGLN,UCHL1,VIM"
Kidney	Parietal Epithelium	Parietal Epithelium	Parietal Epithelium	sec	"CP,COL1A1,COL4A1,CCN2,FGF1,FGF2,HBEGF,MMP9,NID1,PDGFD,HSPG2,TGFB1"
Kidney	Mesangial cell	Mesangial cell	Mesangial cell	pos	"ADORA2B,ADRA1,ADRB1,AGTR1,NPR1,NPR2,CD44,THY1,CCR1,CCR2,CCR5,CCR7,CXCR3,GJA4,GJA5,GJA1,GJC1,EGFR,EDNRB,FGFR1,FGFR2,FGFR3,FGFR4,FGFRL1,EFNB2,FCGR1A,TNFSF12,SLC2A1,MET,ICAM1,IFNGR1,IFNGR2,ITGA1,ITGA3,ITGA5,ITGA8,ITGB1,ITGB3,LRP6,MRC1,PTAFR,F2RL1,PDGFRB,PTGER1,PTGER3,PTGER4,PTGIR,AGER,REN,S1PR1,S1PR2,S1PR3,S1PR4,S1PR5,TGFB1,TGFBR1,TGFBR2,TGFBR3,TLR2,TLR4,TNFRSF1A,TNFRSF1B,TFRC,TRPC1,AVPR1A,AKT1,ACTN1,ACTA2,PRKAA2,PTGS2,DES,HIF1A,NFKBIA,NOS2,MAPK8,ALOX5,MTOR,MYH2,NCF1,NFKB1,NOX4,NFE2L2,CYBA,MAPK14,NCF2,PDE5A,PIK3C2B,PIK3CD,PIK3CG,PIK3R3,PIK3R1,PIK3R2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,PRKCI,PRKCQ,PRKCZ,RAC1,SIRT1,SMAD1,SOX9,SP1,SREBPF1,STAT1,TLR3,TSC2,USF1,USF2,YBX1,YBX2,YBX3"
Kidney	Mesangial cell	Mesangial cell	Mesangial cell	sec	"AGT,BGN,BMP4,CCL2,CCL3,CCL5,COL1A1,COL3A1,COL4A1,CFD,CCN2,CXCL1,CXCL10,CXCL12,CXCL5,IL8,DCN,FGF1,FGF2,FN1,HBB,HGF,HAS2,IL6,LMNB1,LABM1,MMP1,NID1,NOS2,SPP1,PTAFR,PDGFB,PTX3,TGFB1,THBS1,TIMP1,VEGFA,VTN"
